reviews,seat_type,date,country,recommend
"""don't include drinks or snacks""",Economy Class,2019-02-01,Switzerland,yes
"""extremely average flight""",Economy Class,2019-02-01,United States,yes
"""now struggle to see the value""",Economy Class,2019-01-31,United Kingdom,no
British Airways customer review,Economy Class,2019-01-31,France,no
"""reasonable flight""",First Class,2019-01-30,United Kingdom,yes
"""it's showing its age""",Business Class,2019-01-30,United Kingdom,yes
"""Crew on this sector were good""",Business Class,2019-01-28,United Kingdom,yes
"""Excellent short flight""",Business Class,2019-01-28,Ireland,yes
"""a worn-out Boeing 777""",Premium Economy,2019-01-28,United Kingdom,no
"""business class seats were small""",Business Class,2019-01-26,Malaysia,no
"""I decided no BA anymore""",Economy Class,2019-01-26,Switzerland,no
"""breakfast served was terrible""",Premium Economy,2019-01-25,United States,no
British Airways customer review,Economy Class,2019-01-24,Sweden,yes
"""bothered by the adjacent toilets""
",Premium Economy,2019-01-23,United Kingdom,no
"""they assigned me a middle seat""",Economy Class,2019-01-22,United States,no
"""Worst long haul business class""",Business Class,2019-01-21,United Kingdom,no
""" a few more inches leg room""",Premium Economy,2019-01-21,United Kingdom,yes
"""well turned out staff""",Premium Economy,2019-01-21,United Kingdom,no
"""extremely run down and shabby""",Premium Economy,2019-01-19,United Kingdom,no
"""offered me no compensation""",Economy Class,2019-01-19,United States,no
"""Charging to choose seats""",Economy Class,2019-01-18,United Kingdom,no
"""offered me half the money""",Economy Class,2019-01-16,Australia,no
"""had a great experience""",Economy Class,2019-01-16,Italy,yes
"""Cramped uncomfortable seats""",Economy Class,2019-01-16,United Kingdom,no
"""seats booked not given""",Economy Class,2019-01-15,United Kingdom,no
"""seats have so little cushion""",Economy Class,2019-01-15,United States,no
"""hand baggage only fare""",Economy Class,2019-01-14,United Kingdom,no
"""dedicated and very professional""",Economy Class,2019-01-12,United States,yes
"""meal was restaurant quality""",Economy Class,2019-01-10,United States,yes
"""Bare bones service""",Economy Class,2019-01-10,United States,no
"""Thank you British Airways""",Economy Class,2019-01-09,South Africa,yes
"""offer some additional comfort""",Premium Economy,2019-01-07,United States,yes
"""my flight was canceled""",Economy Class,2019-01-07,United Kingdom,no
British Airways customer review,Economy Class,2019-01-05,United Kingdom,yes
"""I think they had overbooked""",Premium Economy,2019-01-03,Greece,no
"""gave us some First Class goodies""",Economy Class,2019-01-02,United Kingdom,no
"""the cabin was modern and clean""",Economy Class,2018-12-30,Thailand,yes
"""most uncomfortable plane""",Economy Class,2018-12-29,United Kingdom,no
"""could not upgrade the flight""",Premium Economy,2018-12-24,United States,no
"""a total disappointment""",Business Class,2018-12-24,South Africa,no
"""last time flying with BA""",Economy Class,2018-12-24,United Kingdom,no
"""I don’t like pasta""",Economy Class,2018-12-23,United States,no
"""not going to receive refund""",Economy Class,2018-12-23,United States,no
"""so much BA could do to improve""",First Class,2018-12-22,United Kingdom,no
"""Fantastic first class service""",First Class,2018-12-19,United Kingdom,yes
"""I felt like a nuisance""",Economy Class,2018-12-19,United Kingdom,no
"""Poor cabin staff attitude""",Business Class,2018-12-19,United Kingdom,no
"""crew were very friendly""",Economy Class,2018-12-18,United Kingdom,yes
"""would not recommend BA""",Business Class,2018-12-18,Australia,no
"""lacked the wow factor""",First Class,2018-12-17,United Kingdom,no
"""worst business class""",Business Class,2018-12-13,Greece,no
"""First class was third rate""",First Class,2018-12-13,United Kingdom,no
"""unimpressive amenities and service""",Business Class,2018-12-11,Canada,no
"""not giving free food and drinks""",Economy Class,2018-12-11,United Kingdom,no
"""wonderful cabin crew""",Economy Class,2018-12-10,Malaysia,yes
"""I didn’t like either choice""",Economy Class,2018-12-09,United Kingdom,no
"""a very enjoyable flight""
",Premium Economy,2018-12-09,Ireland,yes
"""transformation into an overpriced EasyJet""",Economy Class,2018-12-09,United Kingdom,no
British Airways customer review,Economy Class,2018-12-07,United States,no
"""a very enjoyable flight""",Economy Class,2018-12-05,United Kingdom,yes
"""Premium Economy is a joke""",Premium Economy,2018-12-03,United Kingdom,no
"""gesture of professionalism""",Business Class,2018-11-30,Ghana,yes
"""Not exactly best of British""",Economy Class,2018-11-30,United Kingdom,no
"""miserable customer service""",Economy Class,2018-11-28,Germany,no
"""not offered any assistance""",Economy Class,2018-11-27,United Kingdom,no
"""an excellent flight""",First Class,2018-11-27,United Kingdom,yes
"""Completely inadequate service""",Business Class,2018-11-22,United Kingdom,no
"""the staff were very helpful""",Economy Class,2018-11-22,Canada,yes
"""service was below standard""",Economy Class,2018-11-21,United States,no
"""space around the seat is cramped""",Premium Economy,2018-11-20,Switzerland,no
"""forced me to check-in my suitcase""",Economy Class,2018-11-17,France,no
"""extremely nice and helpful """,Economy Class,2018-11-16,United States,yes
"""wonderful crew""",Business Class,2018-11-16,Sweden,yes
"""I’m sure it’s bad luck""",Economy Class,2018-11-14,Netherlands,no
"""plane seating is worn out""",Economy Class,2018-11-12,United Kingdom,no
"""space is ridiculously narrow""",Business Class,2018-11-10,Saudi Arabia,no
"""not allowing me to add a bag""",Economy Class,2018-11-06,United Kingdom,no
"""would not recommend""",Economy Class,2018-11-05,Australia,no
"""plane was clean, but cold""",Economy Class,2018-11-04,Hungary,no
"""sufficient seat legroom""",Economy Class,2018-11-02,United Kingdom,yes
"""do not match expectations""",Business Class,2018-11-01,Australia,no
"""operated by Air Belgium""",Economy Class,2018-10-28,United Kingdom,no
"""ditch this non responsive airline""",Business Class,2018-10-27,United States,no
"""absolutely great""",Business Class,2018-10-26,United Kingdom,yes
"""restored my faith in BA""",Economy Class,2018-10-25,United Kingdom,yes
"""I was disappointed""",Business Class,2018-10-25,United States,no
"""Good improvement""",Business Class,2018-10-24,Spain,yes
"""Flight was uneventful""",Economy Class,2018-10-23,Germany,yes
"""Air conditioning problem""",Economy Class,2018-10-23,France,no
"""Service as expected for price""",Economy Class,2018-10-22,Germany,yes
"""very smooth and professional""",First Class,2018-10-22,United Kingdom,yes
"""experience was bad""",Economy Class,2018-10-21,Netherlands,no
"""lost my clubs for 7 days""",Economy Class,2018-10-18,Canada,no
"""BA provides buy onboard""",Economy Class,2018-10-17,Austria,no
"""does not seem to get any better""",Business Class,2018-10-17,Belgium,no
"""cabin service was good""",Business Class,2018-10-17,Singapore,yes
"""BA club world is a farce""",Business Class,2018-10-15,United Kingdom,no
"""BA lacks consistency""",Premium Economy,2018-10-13,United Kingdom,no
"""unbelievably rude and unhelpful""",Business Class,2018-10-07,United States,no
"""5 mins too late for me to check in""",First Class,2018-10-06,Canada,no
"""aircraft interior was old""
",Economy Class,2018-10-01,United Kingdom,no
"""crew was also very nice""",Economy Class,2018-09-28,Netherlands,yes
"""crew was very friendly""",Economy Class,2018-09-28,Germany,yes
"""won’t be flying again""",Economy Class,2018-09-26,Ireland,no
"""seating is still hopeless""",Business Class,2018-09-25,United Kingdom,no
"""never fly British Airways again""",Economy Class,2018-09-24,United States,no
"""seats were the biggest let down""",Premium Economy,2018-09-20,Malaysia,yes
"""BA sort this shambles out""",Business Class,2018-09-18,United Kingdom,no
"""experience is so lacklustre""",Business Class,2018-09-17,United Kingdom,no
"""dreadful seats by the toilet""",Premium Economy,2018-09-16,United Kingdom,no
"""do not serve free water""",Economy Class,2018-09-16,Germany,no
"""staff was professional""",Premium Economy,2018-09-16,Saudi Arabia,yes
"""a surprisingly good flight""",Economy Class,2018-09-15,United States,yes
"""Staff very cheerful""",Business Class,2018-09-14,United States,no
"""This was a great flight""",First Class,2018-09-12,United Kingdom,yes
"""Left luggage on belt by mistake""",Economy Class,2018-09-11,United Kingdom,no
"""staff were very efficient""",Business Class,2018-09-10,Brazil,yes
"""experience is second rate""",Business Class,2018-09-10,United Kingdom,no
"""British Airways is a rip off""",Economy Class,2018-09-08,United Kingdom,no
"""we demanded we keep it""",Economy Class,2018-09-08,Australia,no
"""overall job well done""",Premium Economy,2018-09-07,United Kingdom,yes
"""finally a nice flight""",Economy Class,2018-09-06,United Kingdom,yes
"""crew make the journey smooth""",Economy Class,2018-09-05,United Kingdom,yes
"""Outstanding crew""",Business Class,2018-09-03,Canada,yes
"""never provide any assistance""",Business Class,2018-08-30,United Kingdom,no
"""legroom seemed very small""",Economy Class,2018-08-29,Singapore,no
"""IFE was the size of my wallet""",Economy Class,2018-08-29,Germany,no
"""on the next flight tomorrow""",Economy Class,2018-08-28,United States,no
"""the food is really poor""",Economy Class,2018-08-23,United Kingdom,yes
"""Really good crew""",Economy Class,2018-08-21,United Kingdom,yes
"""the quality becomes worse""",Business Class,2018-08-21,United Kingdom,no
"""thoroughly recommend it""",First Class,2018-08-21,United Kingdom,yes
"""no foil covering the food""",Premium Economy,2018-08-20,United States,no
"""choose another airline""",Economy Class,2018-08-18,United States,no
"""asked if I would like any food""",Business Class,2018-08-17,United Kingdom,no
"""totally disappointed""",Business Class,2018-08-16,Switzerland,no
"""improved on board experience""",Premium Economy,2018-08-15,Canada,yes
"""Really very good FA's""",Business Class,2018-08-15,United Kingdom,no
"""this time they were superb""",Economy Class,2018-08-14,United Kingdom,yes
"""the seats feel worn out""",Economy Class,2018-08-13,United Kingdom,yes
"""outstanding customer service""",Economy Class,2018-08-13,United Kingdom,yes
""" a very acceptable flight""",First Class,2018-08-12,United Kingdom,no
"""pathetic compensation""",Economy Class,2018-08-11,United Kingdom,no
"""let down by the ground services""",Business Class,2018-08-09,United Kingdom,no
"""Very happy with the service""",Business Class,2018-08-09,United Kingdom,yes
"""charges to select Business Class seats""",Business Class,2018-08-07,United States,no
"""need to improve service levels""",Economy Class,2018-08-06,United Kingdom,no
"""my flight was cancelled""",Economy Class,2018-08-03,United Kingdom,no
"""a good experience with BA""",Premium Economy,2018-07-31,Germany,yes
"""pay again to pre-reserve seats""",Business Class,2018-07-30,United Kingdom,no
"""overall, it’s a good option""",Economy Class,2018-07-30,United Kingdom,yes
"""the flights were excellent""",Economy Class,2018-07-29,China,yes
"""gone notably downhill""",Business Class,2018-07-28,United Kingdom,no
"""Couldn't care less I feel""",Economy Class,2018-07-27,United Kingdom,no
"""staff was kind and helpful""",Economy Class,2018-07-26,Czech Republic,no
"""buy-on-board a bug-bear""",Economy Class,2018-07-26,United Kingdom,no
"""A delayed BA flight""",Economy Class,2018-07-23,Netherlands,no
"""On arrival no bags""",Business Class,2018-07-23,South Korea,no
"""an enjoyable experience""",Premium Economy,2018-07-23,Australia,yes
"""food and drink was pretty good""",Business Class,2018-07-22,United Kingdom,yes
"""a decent enough flight""",Business Class,2018-07-22,United Kingdom,yes
"""crew were helpful and generous""",First Class,2018-07-22,United States,no
"""lounges in Heathrow are overcrowded""",Business Class,2018-07-20,United Kingdom,no
"""was nicely impressed""",Business Class,2018-07-19,Spain,yes
"""pole vault over passenger's legs""",Business Class,2018-07-19,United Kingdom,yes
"""seats weren't wide enough""",Economy Class,2018-07-19,United Kingdom,yes
"""Seat was quite comfortable""",Economy Class,2018-07-18,Australia,yes
"""Better service with Ryanair""",Premium Economy,2018-07-18,Hong Kong,no
"""gate staff should be better trained""",Economy Class,2018-07-17,United Kingdom,no
"""crew welcoming and orderly""
",Economy Class,2018-07-15,United Kingdom,yes
"""Wonderful service""",Business Class,2018-07-15,United Kingdom,yes
"""would rather walk to Manchester""",Economy Class,2018-07-15,United Kingdom,no
"""not sitting together""",Economy Class,2018-07-13,United Kingdom,no
"""not provided any explanation""",Business Class,2018-07-12,China,no
"""seats were uncomfortable""",Economy Class,2018-07-10,United Kingdom,no
"""it's not extra leg room""",Economy Class,2018-07-10,United Kingdom,no
"""had upgraded people in first""",First Class,2018-07-10,United Kingdom,no
"""first and last experience""",Economy Class,2018-07-09,Ireland,no
"""charged £65 to bring my bike back""",Economy Class,2018-07-09,United Kingdom,no
